,State,Year,Drug/Alcohol Induced,Drug/Alcohol Induced Cause,Deaths,Crude Rate
5492,Washington,2001,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),79,1.3
5493,Washington,2001,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),64,1.1
5494,Washington,2001,Drug-induced causes,All other drug-induced causes,48,0.8
5495,Washington,2001,Alcohol-induced causes,All other alcohol-induced causes,602,10.1
5497,Washington,2002,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),475,7.8
5498,Washington,2002,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),102,1.7
5499,Washington,2002,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),64,1.1
5500,Washington,2002,Drug-induced causes,All other drug-induced causes,51,0.8
5501,Washington,2002,Alcohol-induced causes,All other alcohol-induced causes,565,9.3
5503,Washington,2003,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),528,8.6
5504,Washington,2003,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),106,1.7
5505,Washington,2003,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),62,1.0
5506,Washington,2003,Drug-induced causes,All other drug-induced causes,56,0.9
5508,Washington,2003,Alcohol-induced causes,All other alcohol-induced causes,614,10.1
5510,Washington,2004,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),613,9.9
5511,Washington,2004,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),138,2.2
5512,Washington,2004,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),58,0.9
5513,Washington,2004,Drug-induced causes,All other drug-induced causes,77,1.2
5514,Washington,2004,Alcohol-induced causes,All other alcohol-induced causes,624,10.1
5516,Washington,2005,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),662,10.6
5517,Washington,2005,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),140,2.2
5518,Washington,2005,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),47,0.8
5519,Washington,2005,Drug-induced causes,All other drug-induced causes,81,1.3
5520,Washington,2005,Alcohol-induced causes,All other alcohol-induced causes,612,9.8
5522,Washington,2006,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),713,11.2
5523,Washington,2006,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),133,2.1
5524,Washington,2006,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),47,0.7
5525,Washington,2006,Drug-induced causes,All other drug-induced causes,73,1.1
5526,Washington,2006,Alcohol-induced causes,All other alcohol-induced causes,658,10.3
5528,Washington,2007,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),768,11.9
5529,Washington,2007,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),132,2.0
5530,Washington,2007,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),61,0.9
5531,Washington,2007,Drug-induced causes,All other drug-induced causes,41,0.6
5532,Washington,2007,Alcohol-induced causes,"Alcohol poisonings (overdose) (X45, X65, Y15)",28,0.4
5533,Washington,2007,Alcohol-induced causes,All other alcohol-induced causes,690,10.7
5535,Washington,2008,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),797,12.1
5536,Washington,2008,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),145,2.2
5537,Washington,2008,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),67,1.0
5538,Washington,2008,Drug-induced causes,All other drug-induced causes,47,0.7
5539,Washington,2008,Alcohol-induced causes,"Alcohol poisonings (overdose) (X45, X65, Y15)",32,0.5
5540,Washington,2008,Alcohol-induced causes,All other alcohol-induced causes,748,11.4
5542,Washington,2009,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),804,12.1
5543,Washington,2009,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),119,1.8
5544,Washington,2009,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),63,0.9
5545,Washington,2009,Drug-induced causes,All other drug-induced causes,44,0.7
5546,Washington,2009,Alcohol-induced causes,"Alcohol poisonings (overdose) (X45, X65, Y15)",47,0.7
5547,Washington,2009,Alcohol-induced causes,All other alcohol-induced causes,768,11.5
5549,Washington,2010,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),695,10.3
5550,Washington,2010,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),170,2.5
5551,Washington,2010,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),50,0.7
5552,Washington,2010,Drug-induced causes,All other drug-induced causes,46,0.7
5553,Washington,2010,Alcohol-induced causes,"Alcohol poisonings (overdose) (X45, X65, Y15)",39,0.6
5554,Washington,2010,Alcohol-induced causes,All other alcohol-induced causes,811,12.1
5556,Washington,2011,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),783,11.5
5557,Washington,2011,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),161,2.4
5558,Washington,2011,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),50,0.7
5559,Washington,2011,Drug-induced causes,All other drug-induced causes,53,0.8
5560,Washington,2011,Alcohol-induced causes,"Alcohol poisonings (overdose) (X45, X65, Y15)",40,0.6
5561,Washington,2011,Alcohol-induced causes,All other alcohol-induced causes,830,12.2
5563,Washington,2012,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),778,11.3
5564,Washington,2012,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),158,2.3
5565,Washington,2012,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),49,0.7
5566,Washington,2012,Drug-induced causes,All other drug-induced causes,48,0.7
5567,Washington,2012,Alcohol-induced causes,"Alcohol poisonings (overdose) (X45, X65, Y15)",64,0.9
5568,Washington,2012,Alcohol-induced causes,All other alcohol-induced causes,896,13.0
5570,Washington,2013,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),790,11.3
5571,Washington,2013,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),143,2.1
5572,Washington,2013,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),34,0.5
5573,Washington,2013,Drug-induced causes,All other drug-induced causes,73,1.0
5574,Washington,2013,Alcohol-induced causes,"Alcohol poisonings (overdose) (X45, X65, Y15)",66,0.9
5575,Washington,2013,Alcohol-induced causes,All other alcohol-induced causes,976,14.0
5577,Washington,2014,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),789,11.2
5578,Washington,2014,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),161,2.3
5579,Washington,2014,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),29,0.4
5580,Washington,2014,Drug-induced causes,All other drug-induced causes,79,1.1
5581,Washington,2014,Alcohol-induced causes,"Alcohol poisonings (overdose) (X45, X65, Y15)",45,0.6
5582,Washington,2014,Alcohol-induced causes,All other alcohol-induced causes,994,14.1
5584,Washington,2015,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),885,12.3
5585,Washington,2015,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),159,2.2
5586,Washington,2015,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),50,0.7
5587,Washington,2015,Drug-induced causes,All other drug-induced causes,95,1.3
5588,Washington,2015,Alcohol-induced causes,"Alcohol poisonings (overdose) (X45, X65, Y15)",53,0.7
5589,Washington,2015,Alcohol-induced causes,All other alcohol-induced causes,1047,14.6
5591,Washington,2016,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),906,12.4
5592,Washington,2016,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),158,2.2
5593,Washington,2016,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),38,0.5
5594,Washington,2016,Drug-induced causes,All other drug-induced causes,110,1.5
5595,Washington,2016,Alcohol-induced causes,"Alcohol poisonings (overdose) (X45, X65, Y15)",66,0.9
5596,Washington,2016,Alcohol-induced causes,All other alcohol-induced causes,952,13.1
5598,Washington,2017,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),989,13.4
5599,Washington,2017,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),135,1.8
5600,Washington,2017,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),45,0.6
5601,Washington,2017,Drug-induced causes,All other drug-induced causes,140,1.9
5602,Washington,2017,Alcohol-induced causes,"Alcohol poisonings (overdose) (X45, X65, Y15)",57,0.8
5603,Washington,2017,Alcohol-induced causes,All other alcohol-induced causes,1095,14.8
5605,West Virginia,1999,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),36,2.0
5607,West Virginia,1999,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),20,1.1
5608,West Virginia,1999,Alcohol-induced causes,All other alcohol-induced causes,116,6.4
5610,West Virginia,2000,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),56,3.1
5611,West Virginia,2000,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),26,1.4
5612,West Virginia,2000,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),31,1.7
5613,West Virginia,2000,Alcohol-induced causes,All other alcohol-induced causes,145,8.0
5615,West Virginia,2001,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),121,6.7
5616,West Virginia,2001,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),34,1.9
5617,West Virginia,2001,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),51,2.8
5619,West Virginia,2001,Alcohol-induced causes,All other alcohol-induced causes,126,7.0
5621,West Virginia,2002,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),146,8.1
5622,West Virginia,2002,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),24,1.3
5623,West Virginia,2002,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),59,3.3
5624,West Virginia,2002,Alcohol-induced causes,All other alcohol-induced causes,125,6.9
5626,West Virginia,2003,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),231,12.7
5630,West Virginia,2003,Alcohol-induced causes,All other alcohol-induced causes,153,8.4
5632,West Virginia,2004,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),281,15.5
5633,West Virginia,2004,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),36,2.0
5636,West Virginia,2004,Alcohol-induced causes,All other alcohol-induced causes,133,7.3
5638,West Virginia,2005,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),157,8.6
5642,West Virginia,2005,Alcohol-induced causes,All other alcohol-induced causes,112,6.2
5644,West Virginia,2006,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),304,16.6
5645,West Virginia,2006,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),25,1.4
5646,West Virginia,2006,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),33,1.8
5648,West Virginia,2006,Alcohol-induced causes,All other alcohol-induced causes,137,7.5
5650,West Virginia,2007,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),344,18.8
5651,West Virginia,2007,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),27,1.5
5652,West Virginia,2007,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),26,1.4
5654,West Virginia,2007,Alcohol-induced causes,All other alcohol-induced causes,154,8.4
5656,West Virginia,2008,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),395,21.5
5657,West Virginia,2008,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),31,1.7
5658,West Virginia,2008,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),31,1.7
5660,West Virginia,2008,Alcohol-induced causes,All other alcohol-induced causes,117,6.4
5662,West Virginia,2009,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),181,9.8
5664,West Virginia,2009,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),28,1.5
5666,West Virginia,2009,Alcohol-induced causes,All other alcohol-induced causes,129,7.0
5668,West Virginia,2010,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),443,23.9
5669,West Virginia,2010,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),24,1.3
5670,West Virginia,2010,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),44,2.4
5672,West Virginia,2010,Alcohol-induced causes,All other alcohol-induced causes,121,6.5
5674,West Virginia,2011,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),570,30.7
5675,West Virginia,2011,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),29,1.6
5676,West Virginia,2011,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),35,1.9
5679,West Virginia,2011,Alcohol-induced causes,All other alcohol-induced causes,154,8.3
5681,West Virginia,2012,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),491,26.5
5682,West Virginia,2012,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),34,1.8
5683,West Virginia,2012,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),33,1.8
5686,West Virginia,2012,Alcohol-induced causes,All other alcohol-induced causes,151,8.1
5688,West Virginia,2013,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),524,28.3
5689,West Virginia,2013,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),26,1.4
5693,West Virginia,2013,Alcohol-induced causes,All other alcohol-induced causes,147,7.9
5695,West Virginia,2014,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),558,30.2
5696,West Virginia,2014,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),46,2.5
5697,West Virginia,2014,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),23,1.2
5699,West Virginia,2014,Alcohol-induced causes,"Alcohol poisonings (overdose) (X45, X65, Y15)",27,1.5
5700,West Virginia,2014,Alcohol-induced causes,All other alcohol-induced causes,168,9.1
5702,West Virginia,2015,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),647,35.1
5703,West Virginia,2015,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),35,1.9
5704,West Virginia,2015,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),42,2.3
5705,West Virginia,2015,Drug-induced causes,All other drug-induced causes,25,1.4
5707,West Virginia,2015,Alcohol-induced causes,All other alcohol-induced causes,179,9.7
5709,West Virginia,2016,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),817,44.6
5710,West Virginia,2016,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),36,2.0
5711,West Virginia,2016,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),31,1.7
5712,West Virginia,2016,Drug-induced causes,All other drug-induced causes,28,1.5
5714,West Virginia,2016,Alcohol-induced causes,All other alcohol-induced causes,213,11.6
5716,West Virginia,2017,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),923,50.8
5717,West Virginia,2017,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),27,1.5
5718,West Virginia,2017,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),22,1.2
5719,West Virginia,2017,Drug-induced causes,All other drug-induced causes,49,2.7
5720,West Virginia,2017,Alcohol-induced causes,"Alcohol poisonings (overdose) (X45, X65, Y15)",20,1.1
5721,West Virginia,2017,Alcohol-induced causes,All other alcohol-induced causes,244,13.4
5723,Wisconsin,1999,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),122,2.3
5724,Wisconsin,1999,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),70,1.3
5725,Wisconsin,1999,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),20,0.4
5726,Wisconsin,1999,Drug-induced causes,All other drug-induced causes,25,0.5
5727,Wisconsin,1999,Alcohol-induced causes,All other alcohol-induced causes,353,6.6
5729,Wisconsin,2000,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),161,3.0
5730,Wisconsin,2000,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),68,1.3
5732,Wisconsin,2000,Drug-induced causes,All other drug-induced causes,30,0.6
5733,Wisconsin,2000,Alcohol-induced causes,All other alcohol-induced causes,386,7.2
5735,Wisconsin,2001,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),178,3.3
5736,Wisconsin,2001,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),70,1.3
5737,Wisconsin,2001,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),20,0.4
5738,Wisconsin,2001,Drug-induced causes,All other drug-induced causes,28,0.5
5739,Wisconsin,2001,Alcohol-induced causes,All other alcohol-induced causes,387,7.2
5741,Wisconsin,2002,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),240,4.4
5742,Wisconsin,2002,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),76,1.4
5743,Wisconsin,2002,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),23,0.4
5744,Wisconsin,2002,Drug-induced causes,All other drug-induced causes,24,0.4
5745,Wisconsin,2002,Alcohol-induced causes,All other alcohol-induced causes,371,6.8
5747,Wisconsin,2003,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),276,5.0
5748,Wisconsin,2003,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),83,1.5
5749,Wisconsin,2003,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),23,0.4
5750,Wisconsin,2003,Drug-induced causes,All other drug-induced causes,50,0.9
5751,Wisconsin,2003,Alcohol-induced causes,All other alcohol-induced causes,409,7.5
5753,Wisconsin,2004,Drug-induced causes,Drug poisonings (overdose) Unintentional (X40-X44),300,5.4
5754,Wisconsin,2004,Drug-induced causes,Drug poisonings (overdose) Suicide (X60-X64),102,1.8
5755,Wisconsin,2004,Drug-induced causes,Drug poisonings (overdose) Undetermined (Y10-Y14),34,0.6
5756,Wisconsin,2004,Drug-induced causes,All other drug-induced causes,46,0.8
